Major,researchExp,industryExp,toeflScore,GRE_V,GRE_Q,GRE_AWA,CGPA,University
Computer Science,0.0,0.0,105.0,154,154,3.5,2.85,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,100.0,138,170,2.5,2.7,New Jersey Institute of Technology
Engineering Management,0.0,0.0,104.21251509054326,140,159,3.5,2.85,New Jersey Institute of Technology
MIS,0.0,26.0,93.0,145,160,3.0,3.23,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,94.0,143,159,3.0,3.04,New Jersey Institute of Technology
Engineering Management,0.0,0.0,97.0,146,165,3.0,2.4,New Jersey Institute of Technology
Computer Science,0.0,0.0,88.0,135,154,2.0,3.23,New Jersey Institute of Technology
Mechanical Engineering,0.0,1.0,104.21251509054326,145,159,3.5,2.9,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,104.0,142,170,4.5,2.75,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,98.0,143,160,4.0,3.55,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,113.0,155,162,4.0,3.2,New Jersey Institute of Technology
Computer Science,0.0,0.0,85.0,134,168,3.0,3.04,New Jersey Institute of Technology
Computer Science,0.0,0.0,106.0,147,165,3.5,2.95,New Jersey Institute of Technology
Computer Science,0.0,0.0,100.0,140,169,3.5,2.95,New Jersey Institute of Technology
Information Systems,0.0,0.0,111.0,147,168,3.0,2.55,New Jersey Institute of Technology
Computer Science,0.0,0.0,94.0,136,170,3.5,2.9,New Jersey Institute of Technology
Computer Science,0.0,0.0,95.0,132,164,3.5,3.62,New Jersey Institute of Technology
Computer Science,0.0,0.0,102.0,150,164,4.0,3.62,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,150,164,4.0,3.62,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,7.0,137,170,2.5,3.17,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,7.0,137,170,2.5,3.17,New Jersey Institute of Technology
Computer Science,0.0,0.0,96.0,140,169,3.0,3.04,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,7.0,141,166,3.0,2.9,New Jersey Institute of Technology
MIS,0.0,29.0,86.0,142,154,3.0,3.04,New Jersey Institute of Technology
Computer Science,0.0,13.0,108.0,150,156,4.0,3.52,New Jersey Institute of Technology
Computer Science,0.0,0.0,101.0,138,170,4.0,3.07,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,93.0,138,154,2.5,3.17,New Jersey Institute of Technology
Computer Science,0.0,0.0,81.0,149,156,3.0,2.6,New Jersey Institute of Technology
Information Systems,0.0,0.0,118.0,152,170,5.0,3.87,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,104.21251509054326,145,161,3.5,2.85,New Jersey Institute of Technology
MIS,0.0,0.0,92.0,142,166,3.0,2.8,New Jersey Institute of Technology
Computer Science,0.0,0.0,102.0,140,170,3.0,2.95,New Jersey Institute of Technology
Computer Science,0.0,0.0,91.0,146,157,3.5,3.07,New Jersey Institute of Technology
Computer Science,0.0,0.0,98.0,141,164,3.5,3.1,New Jersey Institute of Technology
Computer Science,0.0,0.0,82.0,137,163,3.0,3.42,New Jersey Institute of Technology
MIS,0.0,0.0,105.0,151,153,4.0,2.95,New Jersey Institute of Technology
Computer Science,0.0,0.0,115.0,150,156,4.0,2.75,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,95.0,144,161,3.0,3.17,New Jersey Institute of Technology
Computer Science,0.0,0.0,109.0,140,170,3.5,3.07,New Jersey Institute of Technology
Computer Science,0.0,0.0,90.0,136,166,3.5,2.6,New Jersey Institute of Technology
Computer Science,0.0,0.0,108.0,150,160,4.5,3.17,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,145,164,3.0,2.9,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,108.0,158,167,3.5,2.9,New Jersey Institute of Technology
Computer Science,0.0,0.0,94.0,144,160,3.0,3.3,New Jersey Institute of Technology
Computer Science,24.0,0.0,102.0,145,156,3.0,3.46,New Jersey Institute of Technology
MIS,0.0,0.0,85.0,141,166,3.0,2.9,New Jersey Institute of Technology
Computer Science,0.0,15.0,94.0,148,168,3.0,2.8,New Jersey Institute of Technology
Computer Science,0.0,0.0,91.0,139,170,2.5,3.2,New Jersey Institute of Technology
Computer Science,0.0,0.0,90.0,143,158,3.5,3.23,New Jersey Institute of Technology
Computer Science,0.0,0.0,98.0,143,151,3.0,3.04,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,138,160,3.0,2.7,New Jersey Institute of Technology
Computer Science,0.0,0.0,91.0,137,170,3.0,3.36,New Jersey Institute of Technology
Electrical and Computer Engineering,0.0,0.0,119.0,166,159,4.5,3.26,New Jersey Institute of Technology
MIS,0.0,41.0,81.0,141,158,2.5,3.23,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,104.21251509054326,140,170,3.5,2.7,New Jersey Institute of Technology
Computer Science,0.0,0.0,106.0,144,168,3.0,3.14,New Jersey Institute of Technology
Computer Science,0.0,0.0,106.0,151,163,3.0,3.49,New Jersey Institute of Technology
Electrical Engineering,0.0,2.0,91.0,146,158,3.0,3.14,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,104.0,152,162,4.0,3.1,New Jersey Institute of Technology
Computer Science,12.0,0.0,104.0,149,158,4.0,3.26,New Jersey Institute of Technology
Engineering Management,0.0,0.0,94.0,146,170,3.0,2.75,New Jersey Institute of Technology
MIS,0.0,0.0,105.0,141,170,3.5,3.14,New Jersey Institute of Technology
Computer Science,0.0,0.0,101.0,140,168,3.5,2.85,New Jersey Institute of Technology
Computer Science,0.0,8.0,99.0,145,161,3.0,2.65,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,106.0,142,169,4.0,3.14,New Jersey Institute of Technology
Information Systems,0.0,0.0,110.0,144,169,5.5,2.75,New Jersey Institute of Technology
Computer Science,0.0,0.0,90.0,144,170,4.0,2.55,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,90.0,142,168,3.5,3.0,New Jersey Institute of Technology
Computer Science,0.0,0.0,100.0,145,161,3.0,3.23,New Jersey Institute of Technology
Computer Science,0.0,0.0,92.0,144,170,3.5,2.7,New Jersey Institute of Technology
Civil Engineering,0.0,0.0,82.0,141,161,3.0,3.0,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,110.0,144,170,3.0,3.5,New Jersey Institute of Technology
Computer Science,0.0,0.0,106.0,143,167,3.0,2.6,New Jersey Institute of Technology
Computer Science,0.0,0.0,102.0,145,170,3.5,3.23,New Jersey Institute of Technology
Computer Science,0.0,0.0,98.0,150,160,3.0,3.3,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,106.0,144,170,2.5,2.9,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,141,158,3.5,3.23,New Jersey Institute of Technology
MIS,0.0,0.0,101.0,148,163,4.0,2.35,New Jersey Institute of Technology
Computer Science,0.0,0.0,94.0,142,159,3.5,3.07,New Jersey Institute of Technology
MIS,0.0,0.0,104.21251509054326,151,157,5.5,3.49,New Jersey Institute of Technology
Computer Science,0.0,0.0,106.0,137,166,3.5,2.6,New Jersey Institute of Technology
Computer Science,0.0,0.0,93.0,149,163,3.5,3.33,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,148,154,3.5,3.46,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,152,170,4.0,2.75,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,94.0,136,170,3.0,3.1,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,101.0,141,169,4.5,3.23,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,92.0,150,164,3.0,3.39,New Jersey Institute of Technology
Computer Science,0.0,0.0,89.0,140,162,3.5,2.5,New Jersey Institute of Technology
Computer Science,0.0,40.0,100.0,149,164,3.5,3.4,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,100.0,148,163,3.0,3.3,New Jersey Institute of Technology
MIS,0.0,0.0,100.0,141,165,3.0,3.04,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,91.0,136,168,2.5,3.55,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,102.0,155,139,3.0,3.3,New Jersey Institute of Technology
Civil Engineering,0.0,0.0,94.0,145,155,3.0,3.1,New Jersey Institute of Technology
MIS,0.0,0.0,108.0,139,168,3.5,2.85,New Jersey Institute of Technology
Information Systems,0.0,0.0,85.0,145,155,3.0,2.7,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,108.0,149,170,3.5,2.95,New Jersey Institute of Technology
Electrical Engineering,6.0,0.0,104.21251509054326,157,162,3.5,3.0,New Jersey Institute of Technology
Computer Science,0.0,0.0,100.0,144,165,3.5,2.45,New Jersey Institute of Technology
Computer Science,0.0,0.0,105.0,146,170,4.0,3.14,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,98.0,143,166,3.5,3.26,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,89.0,144,159,3.0,2.7,New Jersey Institute of Technology
MIS,0.0,0.0,105.0,155,150,3.5,2.8,New Jersey Institute of Technology
MIS,0.0,0.0,96.0,147,154,3.0,2.3,New Jersey Institute of Technology
Civil Engineering,0.0,0.0,105.0,148,163,3.0,3.39,New Jersey Institute of Technology
MIS,0.0,0.0,104.0,156,162,3.5,2.7,New Jersey Institute of Technology
Computer Science,0.0,0.0,99.0,150,155,3.0,3.2,New Jersey Institute of Technology
Computer Science,0.0,0.0,86.0,144,170,3.0,2.6,New Jersey Institute of Technology
Industrial Engineering,53.0,53.0,95.0,148,152,3.0,3.2,New Jersey Institute of Technology
Computer Science,0.0,1.0,102.0,151,161,3.5,2.8,New Jersey Institute of Technology
Computer Science,0.0,0.0,85.0,143,161,3.0,2.6,New Jersey Institute of Technology
MIS,0.0,0.0,101.0,145,155,3.0,2.95,New Jersey Institute of Technology
MIS,0.0,0.0,108.0,140,169,3.5,3.2,New Jersey Institute of Technology
Computer Science,0.0,0.0,89.0,137,168,3.0,2.8,New Jersey Institute of Technology
Computer Science,0.0,0.0,81.0,136,165,3.0,2.25,New Jersey Institute of Technology
Civil Engineering,0.0,0.0,95.0,137,165,3.0,3.33,New Jersey Institute of Technology
Civil Engineering,0.0,12.0,83.0,145,159,3.0,2.4,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,148,170,4.5,2.8,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,80.0,144,163,3.0,3.1,New Jersey Institute of Technology
MIS,0.0,0.0,103.0,145,164,3.0,2.45,New Jersey Institute of Technology
Computer Science,0.0,6.0,105.0,148,157,3.5,3.62,New Jersey Institute of Technology
Computer Science,0.0,0.0,108.0,140,168,4.0,3.33,New Jersey Institute of Technology
Computer Science,0.0,0.0,103.0,152,165,3.0,3.58,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,140,169,2.5,2.6,New Jersey Institute of Technology
Computer Science,0.0,0.0,88.0,144,159,3.0,3.0,New Jersey Institute of Technology
Computer Science,0.0,0.0,91.0,140,164,3.0,3.39,New Jersey Institute of Technology
Computer Science,0.0,0.0,93.0,140,157,3.0,3.33,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,98.0,146,157,4.0,2.95,New Jersey Institute of Technology
Computer Science,0.0,0.0,103.0,145,167,3.5,3.1,New Jersey Institute of Technology
Computer Science,0.0,0.0,97.0,144,170,3.5,3.07,New Jersey Institute of Technology
Computer Science,0.0,0.0,85.0,141,162,3.0,3.26,New Jersey Institute of Technology
Computer Science,0.0,0.0,79.0,138,164,3.0,2.8,New Jersey Institute of Technology
Industrial Engineering,0.0,50.0,93.0,149,151,3.0,2.75,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,110.0,144,163,3.5,3.65,New Jersey Institute of Technology
Engineering Management,0.0,0.0,84.0,137,169,2.0,3.0,New Jersey Institute of Technology
Electrical and Computer Engineering,0.0,0.0,104.0,149,156,3.5,2.65,New Jersey Institute of Technology
Computer Science,0.0,0.0,102.0,143,159,3.0,3.07,New Jersey Institute of Technology
Computer Science,0.0,0.0,97.0,142,168,3.0,2.9,New Jersey Institute of Technology
Electrical Engineering,0.0,18.0,80.0,141,156,2.5,3.23,New Jersey Institute of Technology
Computer Science,0.0,0.0,95.0,138,166,3.5,2.95,New Jersey Institute of Technology
MIS,0.0,9.0,98.0,141,156,3.5,2.5,New Jersey Institute of Technology
MIS,0.0,0.0,101.0,145,155,3.0,2.75,New Jersey Institute of Technology
Computer Science,0.0,0.0,7.0,147,157,3.0,2.4,New Jersey Institute of Technology
Information Systems,0.0,0.0,113.0,142,168,3.5,3.5,New Jersey Institute of Technology
MIS,0.0,40.0,103.0,146,160,3.0,3.26,New Jersey Institute of Technology
MIS,0.0,0.0,96.0,143,170,2.5,2.4,New Jersey Institute of Technology
Mechanical Engineering,0.0,0.0,95.0,144,166,3.5,3.2,New Jersey Institute of Technology
Computer Science,0.0,36.0,106.0,159,159,3.5,2.9,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,150,166,4.5,2.95,New Jersey Institute of Technology
Civil Engineering,0.0,0.0,96.0,145,150,4.5,3.33,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,145,170,5.0,2.45,New Jersey Institute of Technology
MIS,0.0,44.0,85.0,144,157,3.0,2.95,New Jersey Institute of Technology
MIS,0.0,0.0,92.0,147,154,3.0,2.5,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,92.0,140,165,4.0,2.95,New Jersey Institute of Technology
Computer Science,0.0,0.0,86.0,135,169,3.0,3.1,New Jersey Institute of Technology
Computer Science,0.0,0.0,98.0,149,147,3.0,4.0,New Jersey Institute of Technology
Information Systems,0.0,29.0,92.0,153,150,4.0,3.1,New Jersey Institute of Technology
Civil Engineering,0.0,0.0,104.21251509054326,138,166,2.5,3.42,New Jersey Institute of Technology
Industrial Engineering,0.0,8.0,113.0,154,158,4.0,2.7,New Jersey Institute of Technology
Mechanical Engineering,0.0,0.0,88.0,138,157,3.0,3.5,New Jersey Institute of Technology
Computer Science,0.0,0.0,7.0,149,155,3.0,2.9,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,148,170,4.5,3.46,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,94.0,145,156,3.0,3.1,New Jersey Institute of Technology
Mechanical Engineering,0.0,0.0,94.0,140,170,3.5,2.75,New Jersey Institute of Technology
Computer Science,0.0,0.0,105.0,141,169,3.0,2.45,New Jersey Institute of Technology
Computer Science,0.0,0.0,101.0,152,169,2.0,3.55,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,104.21251509054326,144,146,2.5,2.7,New Jersey Institute of Technology
Computer Science,0.0,0.0,92.0,145,169,4.0,3.14,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,112.0,141,170,4.5,3.17,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,104.0,157,156,3.5,3.52,New Jersey Institute of Technology
Industrial Engineering,0.0,0.0,104.21251509054326,145,170,5.5,3.26,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,100.0,148,157,4.0,3.33,New Jersey Institute of Technology
Computer Science,0.0,0.0,111.0,144,168,4.5,3.07,New Jersey Institute of Technology
Computer Science,0.0,0.0,114.0,151,169,4.0,3.33,New Jersey Institute of Technology
Electrical Engineering,0.0,42.0,104.21251509054326,158,161,4.0,3.3,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,164,156,4.0,2.65,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,152,170,4.0,2.8,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,160,168,4.5,3.36,New Jersey Institute of Technology
MIS,0.0,29.0,104.21251509054326,145,155,2.5,3.14,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,99.0,148,168,4.0,3.23,New Jersey Institute of Technology
Computer Science,0.0,0.0,110.0,145,169,4.0,2.7,New Jersey Institute of Technology
MIS,0.0,0.0,109.0,148,166,3.0,2.95,New Jersey Institute of Technology
Computer Science,0.0,0.0,116.0,156,156,3.5,2.7,New Jersey Institute of Technology
Computer Science,0.0,0.0,93.0,142,158,3.5,3.33,New Jersey Institute of Technology
Biomedical Engineering,0.0,0.0,105.0,142,169,3.0,3.39,New Jersey Institute of Technology
Computer Science,0.0,0.0,92.0,140,170,3.0,3.3,New Jersey Institute of Technology
Computer Science,0.0,0.0,85.0,138,168,3.0,3.0,New Jersey Institute of Technology
Computer Science,0.0,22.0,90.0,151,156,3.0,2.8,New Jersey Institute of Technology
Computer Science,0.0,0.0,117.0,153,161,3.5,2.45,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,85.0,143,159,3.5,3.46,New Jersey Institute of Technology
Computer Science,0.0,0.0,86.0,148,150,3.0,3.2,New Jersey Institute of Technology
MIS,0.0,9.0,110.0,150,156,4.0,3.07,New Jersey Institute of Technology
Computer Science,0.0,0.0,82.0,135,168,3.0,3.39,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.0,144,169,4.0,2.7,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,107.0,149,156,3.0,2.7,New Jersey Institute of Technology
Mechanical Engineering,0.0,49.0,104.21251509054326,138,152,3.0,3.1,New Jersey Institute of Technology
Computer Science,0.0,0.0,90.0,139,170,3.5,3.14,New Jersey Institute of Technology
MIS,0.0,0.0,95.0,136,170,3.0,3.26,New Jersey Institute of Technology
Computer Science,0.0,0.0,90.0,144,151,3.5,3.42,New Jersey Institute of Technology
Computer Science,0.0,0.0,105.0,156,161,4.0,4.0,New Jersey Institute of Technology
Computer Science,0.0,0.0,95.0,147,153,3.0,3.49,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,102.0,145,170,4.0,3.07,New Jersey Institute of Technology
Industrial Engineering,0.0,0.0,82.0,145,159,3.0,2.35,New Jersey Institute of Technology
MIS,0.0,0.0,102.0,138,167,3.0,3.33,New Jersey Institute of Technology
Information Systems,0.0,44.0,92.0,144,161,3.0,2.5,New Jersey Institute of Technology
Information Systems,0.0,0.0,104.21251509054326,140,169,4.0,3.2,New Jersey Institute of Technology
Computer Science,0.0,0.0,97.0,153,157,3.0,2.45,New Jersey Institute of Technology
Information Systems,0.0,0.0,97.0,148,166,3.5,2.85,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,90.0,145,156,4.0,2.8,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,94.0,138,170,3.5,2.75,New Jersey Institute of Technology
Computer Science,0.0,0.0,83.0,159,144,3.5,3.36,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,99.0,143,165,3.0,2.85,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,82.0,140,157,2.5,3.52,New Jersey Institute of Technology
